id,name,description
12322304,.NET,
12312225,AcroForm,
12326911,Crypto,
12322303,Documentation,
12312221,FontBox,
12338636,IO,
12333545,JBIG2,
12312222,JempBox,
12312226,Parsing,
12312224,PDModel,
12315215,Preflight,
12322302,Rendering,
12321106,Signing,
12312227,Swing GUI,
12312228,Text extraction,
12312230,Utilities,
12312229,Writing,
12315216,XmpBox,
